flow_duration,packet_count,byte_count,protocol,label,packets_per_second
0.57713,33.0,16123,UDP,benign,57.1794
0.28027,71.0,46642,TCP,benign,253.3273
1.41617,93.0,49413,TCP,benign,65.6701
20.98199,49.0,28841,TCP,benign,2.3353
226.59396,3861.0,4664088,UDP,suspicious,17.0393
0.56357,70.0,40233,TCP,benign,124.2092
10.81093,21.0,13427,TCP,benign,1.9425
8.31599,68.0,34535,TCP,benign,8.177
9.77267,41.0,23402,TCP,benign,4.1954
12.88688,50.0,24980,TCP,benign,3.8799
1.5042,62.0,50612,TCP,benign,41.218
0.31189,2.0,118,TCP,suspicious,6.4126
0.41817,3.0,135,TCP,suspicious,7.1741
0.89292,26.0,16642,TCP,benign,29.1181
1.88058,80.0,58523,TCP,benign,42.5401
110.79574,3659.0,4822562,UDP,suspicious,33.0247
268.05255,3402.0,4123224,UDP,suspicious,12.6915
3.03445,38.0,24252,TCP,benign,12.5229
1.6016,40.0,28857,UDP,benign,24.975
2.67619,52.0,22104,TCP,benign,19.4306
292.76999,4493.0,4897370,UDP,suspicious,15.3465
289.41044,4641.0,5810532,UDP,suspicious,16.036
2.96472,48.0,30607,TCP,benign,16.1904
275.4707,4047.0,4864494,UDP,suspicious,14.6912
249.35961,,6046456,UDP,suspicious,19.8428
11.38389,33.0,17426,Tcp,benign,2.8988
11.4917,66.0,25006,udp,benign,5.7433
0.12169,2.0,112,TCP,suspicious,16.4354
0.06164,1.0,46,TCP,suspicious,16.222
225.0884,3700.0,4003400,UDP,suspicious,16.438
2.79325,25.0,17091,TCP,benign,8.9501
,48.0,27357,TCP,benign,7.5544
3.04053,59.0,46892,tcp,benign,19.4045
6.6191,73.0,57101,TCP,benign,11.0287
0.34541,54.0,27328,TCP,benign,156.335
3.7714,43.0,24914,UDP,benign,11.4016
1.95062,63.0,35958,UDP,benign,32.2974
0.17678,4.0,164,TCP,suspicious,22.6268
0.56837,65.0,35290,UDP,benign,114.3628
4.22758,10.0,4500,TCP,benign,2.3654
6.35938,54.0,28332,TCP,benign,8.4914
0.10088,,21512,TCP,benign,257.7436
,4371.0,5149038,UDP,suspicious,28.3729
18.65139,63.0,41528,TCP,benign,3.3778
5.64235,59.0,32582,TCP,benign,10.4566
5.85424,,28329,UDP,benign,7.6867
129.508,1895.0,2601835,UDP,suspicious,14.6323
7.84954,21.0,8657,TCP,benign,2.6753
0.23959,1.0,59,TCP,suspicious,4.1737
1.32161,21.0,12941,TCP,benign,15.8897
0.06825,4.0,212,TCP,suspicious,58.6094
6.69456,60.0,40293,TCP,benign,8.9625
,53.0,31565,TCP,benign,17.5078
4.04991,18.0,14152,tcp,benign,4.4445
,53.0,27058,TCP,benign,41.6492
32.10937,2098.0,2773556,UDP,suspicious,65.3392
0.43862,3.0,135,TCP,suspicious,6.8396
2.64746,64.0,36599,tcp,benign,24.1741
15.00946,40.0,23722,UDP,benign,2.665
0.06053,4.0,200,TCP,suspicious,66.0822
2.324,53.0,32069,UDP,benign,22.8055
1.67454,40.0,20051,TCP,benign,23.8872
0.33197,,46939,UDP,benign,222.9093
2.28043,28.0,16271,TCP,benign,12.2784
11.04616,32.0,14679,TCP,benign,2.8969
,32.0,14364,UDP,benign,19.0359
2.68038,37.0,23719,TCP,benign,13.804
4.04539,73.0,53920,TCP,benign,18.0452
9.075,55.0,38560,TCP,benign,6.0606
0.55045,,23777,TCP,benign,78.1175
6.35118,31.0,15070,UDP,benign,4.881
1.99888,72.0,41855,TCP,benign,36.0201
0.81993,35.0,18164,UDP,benign,42.6863
4.30336,68.0,50436,UDP,benign,15.8016
1.09506,38.0,18630,TCP,benign,34.7012
4.23864,68.0,35620,TCP,benign,16.0429
226.92137,4250.0,5448500,udp,suspicious,18.729
0.08851,1.0,48,TCP,suspicious,11.2981
,3670.0,3809460,UDP,suspicious,27.6181
52.84434,1532.0,1951768,udp,suspicious,28.9908
3.58143,61.0,19283,TCP,benign,17.0323
113.53851,4704.0,5132064,UDP,suspicious,41.4309
0.03834,4.0,228,TCP,suspicious,104.3218
2.97543,,16401,TCP,benign,9.4104
4.56392,30.0,19280,UDP,benign,6.5733
14.37335,50.0,27042,tcp,benign,3.4787
158.60753,3183.0,3224379,UDP,suspicious,20.0684
12.10506,30.0,12367,TCP,benign,2.4783
273.45066,3333.0,3866280,UDP,suspicious,12.1887
1.22758,44.0,26093,TCP,benign,35.8428
5.83981,86.0,57315,TCP,benign,14.7265
3.59405,57.0,33171,TCP,benign,15.8596
0.2619,4.0,192,TCP,suspicious,15.273
1.2759,44.0,22003,UDP,benign,34.4853
154.04167,2137.0,2250261,UDP,suspicious,13.8729
1.00221,44.0,25915,TCP,benign,43.9029
1.73118,28.0,17178,TCP,benign,16.1739
1.75251,50.0,33782,TCP,benign,28.5306
9.30624,54.0,32614,TCP,benign,5.8026
,56.0,29583,TCP,benign,22.6369
19.97133,75.0,41157,TCP,benign,3.7554
0.20305,70.0,43852,UDP,benign,344.7368
1.28633,14.0,10837,TCP,benign,10.8837
0.34268,3.0,177,TCP,suspicious,8.7544
3.55186,14.0,8151,tcp,benign,3.9416
1.30271,15.0,8653,TCP,benign,11.5145
5.46423,83.0,44148,TCP,benign,15.1897
0.42024,1.0,54,TCP,suspicious,2.3796
,1444.0,1728468,UDP,suspicious,5.2924
0.40562,1.0,57,TCP,suspicious,2.4653
0.01984,1.0,602,UDP,benign,50.4057
31.60803,3041.0,4217867,UDP,suspicious,96.2097
132.0544,3908.0,4072136,UDP,suspicious,29.5939
0.25681,1.0,51,TCP,suspicious,3.8939
0.43801,70.0,32678,TCP,benign,159.8154
4.8525,62.0,35341,TCP,benign,12.7769
11.30016,56.0,30220,TCP,benign,4.9557
1.83954,34.0,17817,Tcp,benign,18.4829
296.41837,1160.0,1561360,UDP,suspicious,3.9134
5.70318,65.0,35475,TCP,benign,11.3971
0.14659,1.0,59,TCP,suspicious,6.8216
,29.0,17180,TCP,benign,2.6578
263.35381,1302.0,1429596,UDP,suspicious,4.9439
4.4924,28.0,18852,TCP,benign,6.2327
2.49223,67.0,36467,TCP,benign,26.8835
1.31536,32.0,22652,TCP,benign,24.3279
0.41826,2.0,104,TCP,suspicious,4.7817
9.08388,51.0,20582,TCP,benign,5.6143
4.4745,69.0,47351,TCP,benign,15.4207
24.22707,30.0,21910,tcp,benign,1.2383
14.76142,58.0,31613,TCP,benign,3.9292
0.40804,4.0,220,TCP,suspicious,9.8031
64.80584,2127.0,2354589,UDP,suspicious,32.8211
1.91586,72.0,42948,TCP,benign,37.5811
0.62043,97.0,52337,TCP,benign,156.3433
43.10059,,6426636,UDP,suspicious,110.5321
3.25365,59.0,38724,TCP,benign,18.1335
10.08929,65.0,37103,UDP,benign,6.4425
0.31784,3.0,156,TCP,suspicious,9.4388
4.72684,26.0,18581,UDP,benign,5.5005
3.42827,69.0,35133,TCP,benign,20.1268
2.92384,57.0,32947,TCP,benign,19.4949
3.43101,44.0,22146,TCP,benign,12.8242
286.63929,4659.0,5348532,UDP,suspicious,16.2539
10.92883,30.0,16913,TCP,benign,2.745
80.13308,2703.0,3749061,UDP,suspicious,33.7314
16.06832,92.0,60686,tcp,benign,5.7256
0.02707,,19415,TCP,benign,1145.3554
10.75833,,5876,TCP,benign,1.0225
108.30825,1587.0,1936140,UDP,suspicious,14.6526
1.39726,27.0,17746,TCP,benign,19.3235
5.68316,49.0,36651,tcp,benign,8.622
295.28316,2443.0,3178343,UDP,suspicious,8.2734
11.05387,82.0,65199,TCP,benign,7.4182
,36.0,21614,TCP,benign,20.1022
3.92398,53.0,42039,UDP,benign,13.5067
0.48227,1.0,43,TCP,suspicious,2.0735
1.64568,44.0,25076,TCP,benign,26.7366
2.66657,6.0,4559,TCP,benign,2.2501
4.5111,26.0,16438,TCP,benign,5.7636
10.7399,34.0,19176,TCP,benign,3.1658
240.99581,2926.0,3060596,UDP,suspicious,12.1413
9.95352,18.0,9436,TCP,benign,1.8084
0.15861,3.0,141,TCP,suspicious,18.9145
18.07715,3525.0,4124250,udp,suspicious,194.9976
0.89922,46.0,25593,TCP,benign,51.1555
4.4608,35.0,20133,UDP,benign,7.8461
3.26864,19.0,12356,TCP,benign,5.8128
1.9801,21.0,14286,UDP,benign,10.6055
296.19982,4018.0,4415782,UDP,suspicious,13.5652
0.15979,1.0,45,TCP,suspicious,6.2582
7.67788,72.0,46981,udp,benign,9.3776
0.31685,2.0,96,TCP,suspicious,6.312
7.65683,39.0,16741,TCP,benign,5.0935
5.61636,28.0,20948,UDP,benign,4.9854
15.97387,21.0,14042,TCP,benign,1.3146
8.21958,65.0,27953,TCP,benign,7.9079
3.09985,42.0,28899,UDP,benign,13.549
,85.0,56017,UDP,benign,930.1725
14.7669,64.0,36845,TCP,benign,4.334
8.49843,17.0,10871,TCP,benign,2.0004
0.77923,19.0,11639,UDP,benign,24.383
12.49589,72.0,28548,UDP,benign,5.7619
,20.0,10655,UDP,benign,3.5211
2.15235,42.0,27391,TCP,benign,19.5136
10.14843,64.0,43024,UDP,benign,6.3064
0.36218,3.0,150,TCP,suspicious,8.2831
9.22039,56.0,31293,TCP,benign,6.0735
11.71252,51.0,31344,TCP,benign,4.3543
17.26145,63.0,37361,TCP,benign,3.6498
2.50595,49.0,35292,TCP,benign,19.5535
1.62182,53.0,35855,TCP,benign,32.6794
273.61943,1718.0,1881210,UDP,suspicious,6.2788
0.43626,44.0,28269,TCP,benign,100.8567
6.21124,86.0,56422,TCP,benign,13.8459
5.65347,58.0,34718,UDP,benign,10.2592
2.45319,29.0,14725,UDP,benign,11.8213
189.29388,2475.0,2932875,UDP,suspicious,13.0749
2.94249,73.0,40789,UDP,benign,24.8089
117.63687,4479.0,5786868,UDP,suspicious,38.0748
5.04814,30.0,16807,TCP,benign,5.9428
0.20899,1.0,51,TCP,suspicious,4.7848
205.22923,4300.0,4820300,UDP,suspicious,20.9522
7.82351,62.0,42684,tcp,benign,7.9248
54.11024,2761.0,3440206,UDP,suspicious,51.0255
0.15074,4.0,160,TCP,suspicious,26.536
9.13328,45.0,29190,UDP,benign,4.927
19.29705,20.0,10576,TCP,benign,1.0364
7.74141,92.0,48294,TCP,benign,11.8841
5.02284,10.0,5388,TCP,benign,1.9909
7.95408,63.0,36764,tcp,benign,7.9205
23.62013,1665.0,2156175,UDP,suspicious,70.4907
4.07146,54.0,40282,TCP,benign,13.263
27.71946,42.0,21769,TCP,benign,1.5152
,33.0,23923,TCP,benign,7.0861
0.46643,4.0,220,TCP,suspicious,8.5758
5.85667,42.0,24564,TCP,benign,7.1713
0.44189,3.0,156,TCP,suspicious,6.789
0.84892,68.0,49446,TCP,benign,80.102
5.3985,34.0,23390,Tcp,benign,6.298
18.3248,11.0,6998,udp,benign,0.6003
6.15792,18.0,10067,tcp,benign,2.9231
5.73908,22.0,14880,TCP,benign,3.8334
14.06076,23.0,13659,UDP,benign,1.6358
13.90213,60.0,41346,TCP,benign,4.3159
11.09502,39.0,25360,TCP,benign,3.5151
2.53988,44.0,23476,TCP,benign,17.3237
0.27883,4.0,192,Tcp,suspicious,14.3456
0.30995,54.0,36389,TCP,benign,174.2191
2.73137,52.0,33641,UDP,benign,19.0381
0.99704,33.0,17693,TCP,benign,33.0978
0.07112,,47,TCP,suspicious,14.0606
0.15283,51.0,31886,UDP,benign,333.7009
2.44538,39.0,22370,UDP,benign,15.9484
0.42629,28.0,8620,TCP,benign,65.6824
9.38557,47.0,32916,TCP,benign,5.0077
0.32612,1.0,59,TCP,suspicious,3.0663
9.3795,82.0,56645,UDP,benign,8.7425
5.78447,23.0,13153,UDP,benign,3.9762
4.66578,55.0,28065,UDP,benign,11.788
0.24188,45.0,24333,TCP,benign,186.0412
0.36119,3.0,132,TCP,suspicious,8.3058
244.28104,3949.0,4794086,UDP,suspicious,16.1658
0.71629,31.0,12122,TCP,benign,43.2788
20.00628,65.0,20061,UDP,benign,3.249
0.49588,2.0,108,TCP,suspicious,4.0332
0.75117,31.0,14221,TCP,benign,41.2688
0.95431,69.0,44334,TCP,benign,72.3039
3.44618,33.0,23665,UDP,benign,9.5758
4.97664,46.0,31474,TCP,benign,9.2432
12.56889,47.0,32522,TCP,benign,3.7394
0.20334,2.0,96,TCP,suspicious,9.8356
,80.0,50922,TCP,benign,9.1236
3.00071,51.0,36168,TCP,benign,16.996
1.91621,50.0,21736,UDP,benign,26.0932
6.45694,60.0,38705,UDP,benign,9.2923
30.9588,3762.0,4563306,UDP,suspicious,121.5164
7.68597,36.0,25343,TCP,benign,4.6839
15.00245,23.0,13279,TCP,benign,1.5331
13.04437,49.0,27496,TCP,benign,3.7564
2.19853,63.0,32983,TCP,benign,28.6555
10.19992,56.0,31406,TCP,benign,5.4902
1.15139,55.0,27909,TCP,benign,47.7683
,61.0,40749,Tcp,benign,5.0403
156.4137,4548.0,5198364,UDP,suspicious,29.0767
0.33151,1.0,53,TCP,suspicious,3.0165
3.48094,46.0,20099,TCP,benign,13.2148
0.36778,61.0,32568,UDP,benign,165.8593
4.03385,43.0,26872,UDP,benign,10.6598
1.94073,63.0,37464,UDP,benign,32.4621
5.65998,40.0,19898,Tcp,benign,7.0672
1.00858,54.0,26561,TCP,benign,53.5408
2.85624,53.0,33559,TCP,benign,18.5558
2.18597,13.0,6039,TCP,benign,5.947
6.15078,37.0,21413,TCP,benign,6.0155
78.43563,2024.0,2056384,UDP,suspicious,25.8046
5.0643,46.0,24946,UDP,benign,9.0832
3.27451,44.0,24625,UDP,benign,13.4371
,38.0,21749,TCP,benign,36.4285
1.62763,39.0,16893,UDP,benign,23.9612
4.27003,52.0,43532,UDP,benign,12.1779
0.12134,68.0,37042,TCP,benign,560.4195
0.46793,2.0,110,TCP,suspicious,4.2742
12.3813,32.0,17319,TCP,benign,2.5845
139.32711,1080.0,1107000,UDP,suspicious,7.7515
5.76527,77.0,37222,TCP,benign,13.3558
,41.0,24174,UDP,benign,66.7469
2.5862,49.0,29265,Tcp,benign,18.9467
7.89541,94.0,37015,UDP,benign,11.9056
0.1365,3.0,135,TCP,suspicious,21.9772
19.53877,60.0,27963,TCP,benign,3.0708
,51.0,27576,TCP,benign,7.7894
3.27769,53.0,35910,TCP,benign,16.1699
3.4993,63.0,42908,TCP,benign,18.0036
3.24554,1.0,416,TCP,benign,0.3081
31.59959,15.0,7421,TCP,benign,0.4747
7.90001,62.0,51278,UDP,benign,7.8481
0.47027,2.0,82,TCP,suspicious,4.2528
0.32131,1.0,44,TCP,suspicious,3.1123
1.41448,59.0,38542,TCP,benign,41.7114
1.46731,52.0,31786,TCP,benign,35.4391
1.40215,36.0,17406,Tcp,benign,25.6749
0.33939,,29219,UDP,benign,120.8038
,34.0,19207,UDP,benign,28.6247
9.86885,42.0,26281,TCP,benign,4.2558
0.94688,15.0,9873,UDP,benign,15.8416
10.64202,56.0,38075,TCP,benign,5.2622
5.5581,,25175,TCP,benign,7.1967
1.20983,47.0,26284,TCP,benign,38.8486
0.85381,53.0,31988,TCP,benign,62.0748
2.53161,65.0,26822,UDP,benign,25.6754
160.10384,1497.0,2071848,udp,suspicious,9.3502
1.11263,30.0,15649,UDP,benign,26.9632
3.74405,52.0,28959,UDP,benign,13.8887
97.14192,2303.0,3033051,UDP,suspicious,23.7076
265.69028,4256.0,5422144,udp,suspicious,16.0187
1.06043,34.0,23378,TCP,benign,32.0623
,2.0,118,TCP,suspicious,14.6477
0.08442,2.0,82,Tcp,suspicious,23.6899
,24.0,11438,TCP,benign,2.956
,56.0,28064,TCP,benign,23.3182
1.50023,45.0,30018,TCP,benign,29.9955
1.50659,65.0,30847,TCP,benign,43.1437
7.12646,68.0,34088,TCP,benign,9.5419
0.47386,2.0,100,TCP,suspicious,4.2207
26.7178,2369.0,2624852,UDP,suspicious,88.6675
,50.0,38102,TCP,benign,9.7198
89.18178,1708.0,1907836,UDP,suspicious,19.1519
248.1475,1006.0,1261524,UDP,suspicious,4.054
2.02978,29.0,16493,TCP,benign,14.2872
0.37477,50.0,39984,Tcp,benign,133.4164
4.40324,38.0,21819,TCP,benign,8.63
3.64317,53.0,31676,udp,benign,14.5478
10.40561,1.0,632,TCP,benign,0.0961
64.66496,4219.0,5847534,UDP,suspicious,65.244
7.77776,35.0,23385,TCP,benign,4.5
179.43778,1194.0,1481754,UDP,suspicious,6.6541
1.97954,40.0,20718,UDP,benign,20.2067
,4.0,220,Tcp,suspicious,8.6237
0.06169,2.0,88,TCP,suspicious,32.419
6.93068,53.0,31034,TCP,benign,7.6472
0.37103,3.0,159,TCP,suspicious,8.0855
4.17727,39.0,24903,TCP,benign,9.3362
,,21109,tcp,benign,38.7983
0.16509,1.0,42,TCP,suspicious,6.0575
0.25278,34.0,21625,TCP,benign,134.5033
,4142.0,4560342,UDP,suspicious,35.2094
186.22884,4933.0,6590488,UDP,suspicious,26.4889
28.04569,48.0,33337,TCP,benign,1.7115
2.59805,86.0,51420,TCP,benign,33.1017
188.69306,4843.0,6591323,udp,suspicious,25.666
10.13086,37.0,20445,tcp,benign,3.6522
0.64059,36.0,17214,TCP,benign,56.1979
113.76585,2101.0,2777522,UDP,suspicious,18.4678
5.14844,52.0,41282,TCP,benign,10.1001
0.45099,46.0,30376,TCP,benign,101.9985
5.39057,,30157,udp,benign,10.7595
0.0709,44.0,24388,TCP,benign,620.6045
1.36357,31.0,20442,UDP,benign,22.7344
14.14061,55.0,25918,TCP,benign,3.8895
0.4958,3.0,129,TCP,suspicious,6.0508
6.45503,86.0,58601,TCP,benign,13.3229
2.17222,47.0,33958,UDP,benign,21.6369
7.91108,35.0,19469,TCP,benign,4.4242
0.45213,55.0,39563,UDP,benign,121.6473
1.4669,55.0,22771,Tcp,benign,37.494
7.66867,63.0,36794,tcp,benign,8.2152
7.00563,51.0,29036,TCP,benign,7.2799
4.77777,24.0,10521,TCP,benign,5.0233
14.19646,46.0,34402,UDP,benign,3.2402
10.92681,70.0,41432,TCP,benign,6.4063
8.15099,42.0,26407,TCP,benign,5.1527
0.1812,47.0,26067,UDP,benign,259.389
0.14174,2.0,114,TCP,suspicious,14.1105
2.2985,48.0,34163,UDP,benign,20.8832
0.4075,1.0,54,TCP,suspicious,2.454
4.42775,41.0,21350,UDP,benign,9.2598
5.78489,22.0,12504,tcp,benign,3.803
32.84988,69.0,55589,TCP,benign,2.1005
249.0122,3894.0,5190702,UDP,suspicious,15.6378
,19.0,10126,TCP,benign,1.7875
9.85447,71.0,40314,TCP,benign,7.2049
3.61352,60.0,37652,TCP,benign,16.6043
2.08594,89.0,57555,TCP,benign,42.6667
,58.0,44497,TCP,benign,15.7519
6.77389,56.0,32212,TCP,benign,8.267
203.87854,4451.0,4740315,UDP,suspicious,21.8316
0.34677,4.0,216,TCP,suspicious,11.5349
2.77072,17.0,10281,TCP,benign,6.1356
0.30054,3.0,123,TCP,suspicious,9.982
240.13549,1127.0,1478624,UDP,suspicious,4.6932
0.10247,2.0,108,TCP,suspicious,19.5186
7.24844,44.0,23250,TCP,benign,6.0703
96.3142,1399.0,1428379,UDP,suspicious,14.5254
3.18106,45.0,26362,UDP,benign,14.1462
0.31679,4.0,200,TCP,suspicious,12.6267
8.06188,40.0,22220,TCP,benign,4.9616
2.33013,28.0,17635,UDP,benign,12.0165
1.1931,43.0,25807,UDP,benign,36.0406
2.21754,50.0,24047,TCP,benign,22.5475
0.81359,51.0,39382,TCP,benign,62.6852
3.55816,48.0,27120,TCP,benign,13.4901
0.37312,51.0,26456,TCP,benign,136.687
0.49865,1.0,57,tcp,suspicious,2.0054
,1.0,51,TCP,suspicious,3.8237
2.55674,76.0,54587,TCP,benign,29.7254
0.406,1.0,52,TCP,suspicious,2.4631
5.25198,45.0,33708,TCP,benign,8.5682
4.3784,95.0,50556,TCP,benign,21.6974
3.13303,14.0,8900,TCP,benign,4.4685
5.01555,81.0,28495,tcp,benign,16.1498
0.48849,3.0,135,TCP,suspicious,6.1414
5.53743,20.0,15731,TCP,benign,3.6118
220.02744,3761.0,4272496,UDP,suspicious,17.0933
6.35732,74.0,32569,TCP,benign,11.6401
0.52884,67.0,42266,UDP,benign,126.6913
1.17346,41.0,27013,UDP,benign,34.9394
,2134.0,2375142,udp,suspicious,16.3618
7.39732,96.0,52522,TCP,benign,12.9777
0.80896,29.0,18772,UDP,benign,35.8486
1.60576,76.0,52311,UDP,benign,47.3295
5.64299,62.0,30113,TCP,benign,10.9871
2.73879,48.0,23164,Tcp,benign,17.526
5.25332,97.0,54086,TCP,benign,18.4645
0.89735,42.0,26412,TCP,benign,46.8045
2.88675,47.0,36569,UDP,benign,16.2813
9.78936,76.0,50495,TCP,benign,7.7635
0.91009,36.0,24440,TCP,benign,39.5564
17.85021,12.0,7334,TCP,benign,0.6723
12.25627,22.0,10016,TCP,benign,1.795
1.96766,,10560,UDP,benign,10.1644
3.42882,24.0,14804,TCP,benign,6.9995
1.95774,54.0,28533,tcp,benign,27.5829
1.80424,47.0,20477,TCP,benign,26.0497
2.4213,74.0,43461,TCP,benign,30.5621
4.25219,64.0,34235,TCP,benign,15.0511
0.05728,31.0,23190,UDP,benign,541.2471
1.64901,27.0,16562,UDP,benign,16.3734
71.92743,2644.0,3386964,UDP,suspicious,36.7593
1.01162,77.0,62044,TCP,benign,76.1156
0.08011,4.0,184,TCP,suspicious,49.9314
6.54908,76.0,41673,tcp,benign,11.6047
258.38205,3634.0,3870210,UDP,suspicious,14.0644
11.31126,40.0,25680,TCP,benign,3.5363
3.23114,,9742,TCP,benign,5.2613
0.47552,61.0,34341,TCP,benign,128.2817
0.38574,52.0,29651,TCP,benign,134.8064
0.47855,1.0,44,TCP,suspicious,2.0897
5.01583,28.0,14077,TCP,benign,5.5823
0.29552,69.0,42832,TCP,benign,233.4843
0.83603,62.0,41177,TCP,benign,74.1603
1.97836,44.0,27133,TCP,benign,22.2406
3.53623,64.0,39164,UDP,benign,18.0984
3.61982,49.0,31504,TCP,benign,13.5366
0.53204,51.0,35555,TCP,benign,95.8581
0.23277,45.0,27785,UDP,benign,193.3258
3.3481,63.0,40321,UDP,benign,18.8166
18.64499,34.0,19227,TCP,benign,1.8235
296.67128,1100.0,1211100,UDP,suspicious,3.7078
121.77079,1063.0,1160796,UDP,suspicious,8.7295
9.45676,48.0,29133,TCP,benign,5.0757
,41.0,28866,UDP,benign,48.3362
0.28682,68.0,48799,TCP,benign,237.0829
6.36111,47.0,33322,UDP,benign,7.3887
4.17438,38.0,24253,TCP,benign,9.1031
6.26686,41.0,24389,TCP,benign,6.5424
0.17587,1.0,53,TCP,suspicious,5.6861
1.51982,30.0,12737,TCP,benign,19.7391
,2.0,1064,TCP,benign,0.1402
201.34804,2276.0,2972456,UDP,suspicious,11.3038
3.52303,,65547,udp,benign,23.5593
2.51879,64.0,35803,Tcp,benign,25.409
5.40096,21.0,12312,TCP,benign,3.8882
0.3877,2.0,88,TCP,suspicious,5.1586
5.65769,86.0,53430,TCP,benign,15.2005
0.12348,1.0,56,TCP,suspicious,8.0988
