flow_duration,packet_count,byte_count,protocol,label,packets_per_second
0.47591,44.0,22598,TCP,benign,92.4537
212.95354,3467.0,4742856,UDP,suspicious,16.2805
6.01245,50.0,33298,TCP,benign,8.3161
0.19776,59.0,41887,UDP,benign,298.3371
270.08161,3705.0,3856905,UDP,suspicious,13.7181
0.06411,2.0,84,TCP,suspicious,31.1974
2.85081,54.0,24528,TCP,benign,18.942
0.68653,41.0,20103,TCP,benign,59.7206
1.91283,27.0,17939,TCP,benign,14.1152
2.6305,55.0,30453,UDP,benign,20.9085
1.92039,42.0,26687,TCP,benign,21.8705
,3551.0,3863488,udp,suspicious,14.8004
1.70689,31.0,18665,TCP,benign,18.1617
11.40393,10.0,5653,UDP,benign,0.8769
0.04225,80.0,35922,TCP,benign,1893.4095
0.59845,75.0,55215,TCP,benign,125.3247
0.37723,4.0,196,TCP,suspicious,10.6036
1.90784,71.0,42104,TCP,benign,37.2148
12.27632,1625.0,2179125,UDP,suspicious,132.3686
0.2135,33.0,19184,TCP,benign,154.5685
0.09367,,28398,TCP,benign,512.462
12.76462,50.0,22010,TCP,benign,3.9171
17.70305,74.0,50416,udp,benign,4.1801
2.12236,61.0,38206,TCP,benign,28.7416
1.64179,79.0,40901,TCP,benign,48.1183
4.91717,6.0,3079,TCP,benign,1.2202
1.46061,39.0,20474,tcp,benign,26.7012
0.94106,25.0,17987,TCP,benign,26.5659
3.27329,79.0,54750,TCP,benign,24.1348
2.86678,42.0,24578,UDP,benign,14.6506
3.24063,43.0,26169,TCP,benign,13.269
3.8825,62.0,47158,TCP,benign,15.9691
7.8116,84.0,57578,TCP,benign,10.7532
62.10733,3760.0,4726320,UDP,suspicious,60.5404
9.39911,27.0,16176,UDP,benign,2.8726
10.09676,29.0,16109,TCP,benign,2.8722
3.93844,32.0,12649,TCP,benign,8.125
173.72521,2346.0,2906694,UDP,suspicious,13.5041
0.02975,32.0,16861,TCP,benign,1075.5541
0.27088,1.0,41,TCP,suspicious,3.6916
4.45841,47.0,17162,TCP,benign,10.5419
5.19029,102.0,70686,UDP,benign,19.6521
3.0861,51.0,27264,TCP,benign,16.5257
0.75323,37.0,16850,TCP,benign,49.122
4.92664,15.0,10398,UDP,benign,3.0447
133.49008,3672.0,4446792,udp,suspicious,27.5077
,52.0,28697,TCP,benign,27.7344
4.80678,13.0,8112,TCP,benign,2.7045
2.5648,40.0,13913,TCP,benign,15.5958
20.99882,31.0,13458,tcp,benign,1.4763
6.005,52.0,27367,UDP,benign,8.6595
4.99383,66.0,35117,TCP,benign,13.2163
3.50744,69.0,40848,UDP,benign,19.6725
4.91717,6.0,3079,TCP,benign,1.2202
22.93225,37.0,20883,UDP,benign,1.6134
19.65815,73.0,43429,Tcp,benign,3.7135
137.46575,1628.0,1741960,UDP,suspicious,11.843
3.34556,64.0,46549,UDP,benign,19.1298
2.32351,38.0,22088,TCP,benign,16.3546
1.1154,34.0,31518,tcp,benign,30.4823
0.36566,1.0,52,TCP,suspicious,2.7348
1.03691,20.0,14468,UDP,benign,19.2882
2.82681,39.0,28518,TCP,benign,13.7965
0.64262,53.0,38397,TCP,benign,82.4742
0.01642,3.0,144,TCP,suspicious,182.7004
0.0727,3.0,162,TCP,suspicious,41.2642
1.39671,62.0,36651,TCP,benign,44.3901
249.66779,4241.0,4652377,UDP,suspicious,16.9866
0.19224,30.0,17733,TCP,benign,156.0585
8.12732,4.0,2962,TCP,benign,0.4922
4.32613,56.0,36567,TCP,benign,12.9446
0.59755,47.0,30779,TCP,benign,78.6543
260.94712,2596.0,3239808,UDP,suspicious,9.9484
10.73657,40.0,29251,TCP,benign,3.7256
0.04011,53.0,34466,udp,benign,1321.4675
2.93375,50.0,44407,TCP,benign,17.043
0.40423,44.0,23630,UDP,benign,108.8499
1.29127,68.0,33060,TCP,benign,52.6612
0.74386,37.0,26670,TCP,benign,49.7403
1.00092,41.0,22306,TCP,benign,40.9625
11.60961,71.0,50317,TCP,benign,6.1156
0.38472,2.0,112,TCP,suspicious,5.1986
5.94903,53.0,31652,TCP,benign,8.909
7.83972,48.0,31537,TCP,benign,6.1227
15.46024,34.0,14028,TCP,benign,2.1992
4.70443,30.0,16256,TCP,benign,6.377
169.99197,2359.0,2712850,UDP,suspicious,13.8771
5.93872,39.0,25981,TCP,benign,6.5671
1.54328,48.0,24381,TCP,benign,31.1026
7.15852,,34572,Tcp,benign,8.5213
169.2913,2274.0,2640114,udp,suspicious,13.4325
144.53575,2323.0,2906073,UDP,suspicious,16.0721
0.16599,4.0,204,TCP,suspicious,24.0981
7.45666,14.0,10377,TCP,benign,1.8775
142.44378,2393.0,2996036,UDP,suspicious,16.7996
4.52689,39.0,32782,TCP,benign,8.6152
0.32985,51.0,37108,TCP,benign,154.6135
2.89449,30.0,15779,TCP,benign,10.3645
0.40308,2.0,80,TCP,suspicious,4.9618
266.70073,1927.0,2212196,UDP,suspicious,7.2253
0.05719,1.0,56,TCP,suspicious,17.4867
,47.0,26417,TCP,benign,21.597
2.51262,68.0,41819,udp,benign,27.0634
2.90473,44.0,22508,TCP,benign,15.1477
34.96304,4018.0,4640790,UDP,suspicious,114.9214
0.69772,75.0,50155,UDP,benign,107.4924
2491.78104,52.0,38683,TCP,benign,20.8686
0.4989,1.0,46,TCP,suspicious,2.0044
10.59132,41.0,24993,TCP,benign,3.8711
9.3197,55.0,35175,UDP,benign,5.9015
0.2272,1.0,43,TCP,suspicious,4.4014
0.11413,1.0,57,TCP,suspicious,8.7616
13.22617,50.0,32996,TCP,benign,3.7804
0.36987,2.0,80,TCP,suspicious,5.4073
190.41474,4703.0,5996325,UDP,suspicious,24.6987
3.51068,77.0,35682,TCP,benign,21.9331
7.55299,51.0,36294,TCP,benign,6.7523
1.93967,8.0,4184,TCP,benign,4.1244
0.4223,55.0,36317,UDP,benign,130.2386
-1.0,40.0,19839,TCP,benign,20.9522
2.9231,15.0,7559,TCP,benign,5.1315
0.27386,2.0,110,TCP,suspicious,7.3031
1.11011,41.0,22891,udp,benign,36.9333
6.58908,22.0,13529,TCP,benign,3.3389
5.73593,78.0,48606,Tcp,benign,13.5985
7.14587,45.0,26230,UDP,benign,6.2973
8.06325,47.0,32616,TCP,benign,5.8289
2.39554,32.0,22199,TCP,benign,13.3582
293.35043,2518.0,2920880,UDP,suspicious,8.5836
2.59046,57.0,31619,TCP,benign,22.0038
6.35331,55.0,29899,UDP,benign,8.6569
0.24579,4.0,224,TCP,suspicious,16.2742
21.06545,73.0,49621,TCP,benign,3.4654
0.04908,4.0,208,TCP,suspicious,81.5027
6.00127,49.0,25874,TCP,benign,8.1649
0.40846,60.0,36693,Tcp,benign,146.8925
4.80678,13.0,8112,TCP,benign,2.7045
64.65468,1424.0,1455328,UDP,suspicious,22.0247
6.05506,35.0,14408,TCP,benign,5.7803
0.39661,1.0,51,TCP,suspicious,2.5214
4.40252,42.0,18063,TCP,benign,9.54
0.45136,1.0,43,TCP,suspicious,2.2155
2.18704,27.0,18095,UDP,benign,12.3455
0.84259,78.0,49412,TCP,benign,92.5719
0.31262,89.0,51309,tcp,benign,284.6867
0.39392,52.0,19379,TCP,benign,132.0053
232.72672,2146.0,2407812,UDP,suspicious,9.2211
5.17036,69.0,43568,TCP,benign,13.3453
102.52753,,3239244,UDP,suspicious,29.5823
3.78863,68.0,39192,TCP,benign,17.9485
3.47555,40.0,24287,TCP,benign,11.509
2.9888,30.0,19129,tcp,benign,10.0375
0.23272,3.0,144,TCP,suspicious,12.8909
-1.0,2.0,104,tcp,suspicious,5.3396
193.74834,4878.0,6204816,UDP,suspicious,25.177
4.58299,90.0,31159,TCP,benign,19.6378
24.73221,38.0,14495,TCP,benign,1.5365
6.1256,45.0,27824,TCP,benign,7.3462
0.09056,31.0,22244,TCP,benign,342.3074
112.74558,4395.0,5735475,udp,suspicious,38.9816
0.12125,63.0,34523,UDP,benign,519.5865
,50.0,18789,TCP,benign,119.8092
233.0876,1366.0,1503966,UDP,suspicious,5.8605
1.70892,24.0,14697,TCP,benign,14.044
14.23475,62.0,39819,TCP,benign,4.3555
2.30361,18.0,9227,TCP,benign,7.8138
10.26352,66.0,44083,TCP,benign,6.4305
1.64112,64.0,38121,TCP,benign,38.9977
0.18625,4.0,176,TCP,suspicious,21.4769
274.5577,4756.0,5854636,UDP,suspicious,17.3224
244.97988,2454.0,2768112,UDP,suspicious,10.0171
9.19953,39.0,26687,TCP,benign,4.2393
2.50117,53.0,29684,Tcp,benign,21.1901
0.8244,60.0,42777,TCP,benign,72.7805
72.66922,1813.0,2500127,UDP,suspicious,24.9487
14.71539,73.0,41485,TCP,benign,4.9608
0.67295,22.0,16145,TCP,benign,32.6919
1.10644,48.0,25429,TCP,benign,43.3825
3.8608,77.0,44615,TCP,benign,19.944
262.70857,1204.0,1409884,UDP,suspicious,4.583
59.64968,3881.0,5282041,UDP,suspicious,65.0632
10.73185,69.0,45081,UDP,benign,6.4295
0.74074,93.0,53164,TCP,benign,125.5506
3.67576,16.0,8984,Tcp,benign,4.3528
30.38864,60.0,36171,TCP,benign,1.9744
6.42792,39.0,19202,UDP,benign,6.0673
2.28491,49.0,30558,TCP,benign,21.4451
1.17296,86.0,51217,TCP,benign,73.3185
0.13521,1.0,54,Tcp,suspicious,7.3958
7.81427,52.0,34015,UDP,benign,6.6545
133.71821,,4931273,UDP,suspicious,35.7692
4.46924,47.0,28517,TCP,benign,10.5163
0.03897,3.0,159,Tcp,suspicious,76.9737
1.7495,30.0,9867,UDP,benign,17.1477
5.88069,59.0,31335,TCP,benign,10.0328
1.50944,30.0,19616,UDP,benign,19.875
66.6215,1491.0,2070999,UDP,suspicious,22.3802
0.20545,2.0,92,TCP,suspicious,9.7348
0.02014,26.0,20558,UDP,benign,1291.2542
90.24648,3223.0,3422826,UDP,suspicious,35.7133
4.32311,56.0,43084,UDP,benign,12.9536
119.13968,1559.0,1658776,udp,suspicious,13.0855
236.33918,,4436962,UDP,suspicious,17.6611
15.18316,70.0,42349,TCP,benign,4.6104
217181.51501,2224.0,2800016,UDP,suspicious,10.2403
0.09539,1.0,59,TCP,suspicious,10.4831
0.0902,22.0,14038,TCP,benign,243.9067
125.63629,4140.0,5489640,UDP,suspicious,32.9523
2.0878,33.0,16039,TCP,benign,15.8061
1.88396,55.0,34130,TCP,benign,29.1938
12.55712,54.0,25645,UDP,benign,4.3004
0.40534,1.0,56,TCP,suspicious,2.4671
8.09831,52.0,31060,tcp,benign,6.4211
6.24558,24.0,14202,TCP,benign,3.8427
0.36968,4.0,180,TCP,suspicious,10.8203
0.20838,23.0,11521,TCP,benign,110.3734
9.11036,46.0,19882,TCP,benign,5.0492
2.85245,49.0,32176,TCP,benign,17.1782
0.01662,2.0,110,TCP,suspicious,120.3155
6.6023,56.0,37073,TCP,benign,8.4819
1.7038,88.0,49607,UDP,benign,51.6493
12.6532,28.0,19260,TCP,benign,2.2129
1.63823,50.0,28028,TCP,benign,30.5207
0.27438,2.0,108,TCP,suspicious,7.2892
1.65899,69.0,47113,UDP,benign,41.5917
3.83549,14.0,7638,UDP,benign,3.6501
7.84318,61.0,30518,TCP,benign,7.7775
2.26616,,12366,TCP,benign,10.1493
1.30064,58.0,43486,TCP,benign,44.5936
5.22629,41.0,28705,TCP,benign,7.845
0.26556,3.0,141,TCP,suspicious,11.2968
1.51641,54.0,29656,TCP,benign,35.6104
6.8315,55.0,32397,TCP,benign,8.0509
193.19476,1979.0,2552910,UDP,suspicious,10.2435
1.03094,74.0,41158,TCP,benign,71.7789
7.78292,69.0,40866,TCP,benign,8.8656
1.30821,47.0,31340,TCP,benign,35.9268
12.12492,13.0,8835,Tcp,benign,1.0722
0.40637,4.0,216,TCP,suspicious,9.8434
2.06566,42.0,29627,UDP,benign,20.3325
0.8681,30.0,17295,TCP,benign,34.5583
5.64269,36.0,24184,TCP,benign,6.3799
9.45077,85.0,65495,TCP,benign,8.994
,2.0,92,TCP,suspicious,6.2651
0.44655,3.0,165,TCP,suspicious,6.7182
5.24387,54.0,33567,TCP,benign,10.2977
,81.0,55932,TCP,benign,13.375
1.4301,39.0,29259,UDP,benign,27.2707
9.986,32.0,21945,TCP,benign,3.2045
4.35066,77.0,55259,TCP,benign,17.6985
0.26118,42.0,35436,TCP,benign,160.8077
10.23156,20.0,14256,TCP,benign,1.9547
5.90172,52.0,29909,TCP,benign,8.811
1.57673,46.0,27931,TCP,benign,29.1744
289.29675,4538.0,5899400,UDP,suspicious,15.6863
21.00437,1988.0,2705668,UDP,suspicious,94.647
0.85585,66.0,33732,Tcp,benign,77.1166
6.08356,27.0,15931,TCP,benign,4.4382
0.57065,45.0,34149,TCP,benign,78.8574
0.34297,2.0,112,TCP,suspicious,5.8314
0.26422,1.0,50,TCP,suspicious,3.7848
0.84902,67.0,50316,TCP,benign,78.9147
1.90929,53.0,41631,Tcp,benign,27.7591
1.67134,43.0,27045,TCP,benign,25.7279
258.60575,4583.0,5879989,UDP,suspicious,17.722
0.07606,52.0,31810,TCP,benign,683.6343
0.24567,3.0,156,TCP,suspicious,12.2114
2.15334,35.0,19663,TCP,benign,16.2538
195.91526,2849.0,3663814,UDP,suspicious,14.542
2.62577,17.0,12098,TCP,benign,6.4743
1.68292,36.0,19658,TCP,benign,21.3913
0.12115,49.0,26767,TCP,benign,404.4693
0.09712,58.0,25553,UDP,benign,597.2164
143.97326,3478.0,4830942,UDP,suspicious,24.1573
12.99147,1182.0,1556694,UDP,suspicious,90.9828
5.02072,26.0,19876,TCP,benign,5.1785
17.51823,56.0,31621,TCP,benign,3.1967
1.20374,,41468,Tcp,benign,61.4752
1.26368,43.0,19175,TCP,benign,34.0276
0.23746,67.0,43427,TCP,benign,282.155
9.75786,7.0,4339,TCP,benign,0.7174
217.85186,3099.0,3142386,UDP,suspicious,14.2253
92.74697,2837.0,3032753,UDP,suspicious,30.5886
1.68051,46.0,23578,Tcp,benign,27.3727
9.84712,32.0,22891,TCP,benign,3.2497
0.8273,37.0,25314,TCP,benign,44.7238
0.40762,2.0,92,TCP,suspicious,4.9065
5.5627,43.0,25279,UDP,benign,7.7301
4.91276,61.0,36285,TCP,benign,12.4166
1.41053,53.0,38344,TCP,benign,37.5746
0.79594,66.0,37272,TCP,benign,82.921
56.47988,4735.0,4943340,UDP,suspicious,83.8352
12.76757,66.0,41413,TCP,benign,5.1693
6.8835,41.0,22833,TCP,benign,5.9563
0.05191,4.0,236,TCP,suspicious,77.0615
2.26597,64.0,37696,TCP,benign,28.244
1.00709,73.0,47104,TCP,benign,72.4863
,53.0,31320,Tcp,benign,19.2059
4.682,,31376,tcp,benign,12.6015
256.45945,2969.0,3031349,UDP,suspicious,11.5769
,68.0,40760,TCP,benign,29.2284
11.78465,51.0,31337,UDP,benign,4.3277
,57.0,36468,TCP,benign,10414.5499
3.73708,48.0,25573,Tcp,benign,12.8443
5.49409,73.0,38528,TCP,benign,13.287
6.1551,52.0,26630,tcp,benign,8.4483
1.09455,32.0,21967,TCP,benign,29.2358
296.88478,4163.0,4920666,udp,suspicious,14.0223
2.04059,57.0,34607,UDP,benign,27.9331
6.52887,30.0,18921,Tcp,benign,4.595
6.88086,46.0,20843,TCP,benign,6.6852
4.50242,71.0,23023,TCP,benign,15.7693
284.60213,2960.0,3667440,UDP,suspicious,10.4005
213.39902,4017.0,5029284,UDP,suspicious,18.8239
9.07602,78.0,42578,TCP,benign,8.5941
0.44473,4.0,200,TCP,suspicious,8.9942
17.46975,57.0,39711,UDP,benign,3.2628
0.27247,,33474,TCP,benign,201.8593
5.13399,77.0,47772,TCP,benign,14.9981
247.0415,2371.0,3018283,UDP,suspicious,9.5976
,1.0,42,TCP,suspicious,5.0153
8.56099,58.0,38116,TCP,benign,6.7749
2.74475,42.0,23975,UDP,benign,15.3019
16.69633,52.0,30284,TCP,benign,3.1145
3.39678,59.0,34480,UDP,benign,17.3694
2.91733,54.0,40020,TCP,benign,18.5101
17.12859,70.0,44361,UDP,benign,4.0867
13.49979,54.0,30443,TCP,benign,4.0001
5.49536,46.0,26259,TCP,benign,8.3707
0.26884,2.0,90,TCP,suspicious,7.4395
1.74527,54.0,34699,TCP,benign,30.9408
4.35957,22.0,10728,TCP,benign,5.0464
0.31275,84.0,49123,TCP,benign,268.5863
11.31866,35.0,14767,TCP,benign,3.0922
11.58381,40.0,18895,TCP,benign,3.4531
,3.0,174,TCP,suspicious,15.7833
3.23177,64.0,46077,TCP,benign,19.8034
0.64045,52.0,20450,UDP,benign,81.1932
2.87121,49.0,37500,UDP,benign,17.066
85.13715,4799.0,5475659,UDP,suspicious,56.3679
102.35515,2343.0,2942808,UDP,suspicious,22.8909
68.77311,4804.0,5563032,UDP,suspicious,69.8529
5.1146,16.0,8964,TCP,benign,3.1283
2.02663,53.0,32725,UDP,benign,26.1518
6.59279,74.0,45198,TCP,benign,11.2244
3.3917,9.0,5422,TCP,benign,2.6535
8.26979,109.0,68664,TCP,benign,13.1805
53.82433,3251.0,3322522,UDP,suspicious,60.4002
,62.0,44223,UDP,benign,69.8157
,18.0,8839,TCP,benign,48.1912
2.27939,26.0,16999,TCP,benign,11.4066
3.21509,57.0,46086,TCP,benign,17.7289
0.90692,73.0,45247,TCP,benign,80.4918
0.60966,16.0,8289,TCP,benign,26.2441
138.06628,2832.0,3236976,UDP,suspicious,20.5119
16.33269,51.0,40587,TCP,benign,3.1226
0.12466,4.0,160,TCP,suspicious,32.0871
3.06811,59.0,35260,TCP,benign,19.2301
13.43413,53.0,28307,TCP,benign,3.9452
24.35106,55.0,39567,UDP,benign,2.2586
123.05693,1198.0,1333374,UDP,suspicious,9.7353
1.43577,57.0,24769,TCP,benign,39.6999
0.33746,3.0,159,TCP,suspicious,8.89
17.12409,62.0,38976,TCP,benign,3.6206
5.87813,,15899,TCP,benign,4.2531
